files_changed,branches_count,time_since_previous_commit,time_since_previous_commit_days,commit_frequency_24h,commit_hour,commit_day,commit_month,commit_dayofweek,activity_frequency,activity_encoded,author_commit_count,author_unique_files,author_median_files_changed,file_reuse,branch_reuse,files_changed_rolling_avg_7d,branches_count_rolling_avg_7d,time_since_previous_commit_rolling_avg_7d,activity_frequency_rolling_avg_7d,anomaly_score_iqr,is_anomaly_iqr,anomaly_score_zscore,is_anomaly_zscore
6,119,15048.0,0.1741666666666666,0,0,7,10,1,1105,8,21,53,2.0,True,True,5.0,119.0,0.2161903759820426,2713.818181818182,0.028313064226266466,True,0.9602826110476202,True
2,119,565.0,0.0065393518518518,0,0,7,10,1,1,61,21,53,2.0,True,True,4.911764705882353,119.0,0.2100241693899781,2634.029411764706,0.03601494801588698,True,1.1018990372978175,True
2,119,478.0,0.0055324074074074,0,0,7,10,1,1461,58,21,53,2.0,False,True,4.828571428571428,119.0,0.2041815476190475,2600.514285714285,0.03925011013032764,True,1.048223917337606,True
4,119,43908.0,0.5081944444444444,0,13,7,10,1,2880,23,920,1985,3.0,True,True,4.914285714285715,119.0,0.2008416005291005,2651.228571428572,0.2669372829719181,True,0.8438966627379546,True
1,119,1009.0,0.0116782407407407,0,13,7,10,1,4122,43,920,1985,3.0,True,True,4.805555555555555,119.0,0.1955870627572016,2692.083333333333,0.030411094777472128,True,0.7312424154509425,True
1,119,983.0,0.0113773148148148,0,13,7,10,1,2880,23,920,1985,3.0,True,True,4.702702702702703,119.0,0.1906084209209209,2697.162162162162,0.02992084346264676,True,0.7082795861486207,True
4,119,22.0,0.0002546296296296,0,13,7,10,1,4122,43,920,1985,3.0,True,True,4.684210526315789,119.0,0.1855991106237816,2734.657894736842,0.026301439695633907,True,0.7209872697510797,False
1,119,127.0,0.0014699074074074,0,13,7,10,1,4122,43,920,1985,3.0,True,True,4.589743589743589,119.0,0.1808778490028489,2770.230769230769,0.022867646378211485,True,0.719653928537583,False
3,119,1394.0,0.0161342592592592,0,14,7,10,1,4122,43,920,1985,3.0,True,True,4.55,119.0,0.1767592592592592,2804.025,0.01960554272666014,True,0.6947859955071328,False
3,119,885.0,0.0102430555555555,0,14,7,10,1,4122,43,920,1985,3.0,True,True,4.45,119.0,0.175060474537037,2804.025,0.01960554272666014,True,0.6976338997034842,False
8,119,976.0,0.0112962962962962,0,14,7,10,1,205,55,920,1985,3.0,True,True,4.536585365853658,119.0,0.1710662262872628,2740.634146341464,0.025724561579509503,True,0.8606479038371945,False
3,119,500.0,0.005787037037037,0,14,7,10,1,4122,43,920,1985,3.0,True,True,4.5,119.0,0.1671310074955908,2773.5238095238096,0.022549774406572645,True,0.6974776162785921,False
6,119,72251.0,0.8362384259259259,0,10,8,10,2,4122,43,912,4112,2.0,True,True,4.2105263157894735,119.0,0.1961010599415204,2992.9210526315787,0.5690670145358913,True,1.0443209067977668,False
12,119,34140.0,0.3951388888888889,0,20,8,10,2,2880,23,920,1985,3.0,True,True,4.216216216216216,119.0,0.1944941816816816,2921.783783783784,0.1392181962996353,True,0.7620329546796557,False
1,119,62920.0,0.7282407407407407,0,13,9,10,3,5625,18,920,1985,3.0,False,True,4.290322580645161,119.0,0.2264732676224611,2920.483870967742,0.46573441113493064,True,0.9277968984657107,False
4,119,4260.0,0.0493055555555555,0,14,9,10,3,4122,43,920,1985,3.0,True,True,4.28125,119.0,0.2209367766203703,2958.03125,0.004739562970608412,True,0.6494156712168188,False
2,119,498.0,0.0057638888888888,0,15,9,10,3,2880,23,920,1985,3.0,True,True,4.212121212121212,119.0,0.2144163860830527,2955.6666666666665,0.004967812460254664,True,0.6492644217310723,False
1,119,264.0,0.0030555555555555,0,15,9,10,3,4122,43,920,1985,3.0,True,True,4.117647058823529,119.0,0.2081998910675381,2989.970588235294,0.0016565091618988839,True,0.6658071452039904,False
6,119,1633.0,0.0189004629629629,0,15,9,10,3,4122,43,920,1985,3.0,True,True,4.171428571428572,119.0,0.2027913359788359,3022.3142857142857,0.0,False,0.6413992414097716,False
6,119,2077.0,0.0240393518518518,0,16,9,10,3,205,55,920,1985,3.0,True,True,4.285714285714286,119.0,0.2001021825396824,2945.885714285714,0.0059119523252935445,True,0.8162865010784491,False
3,119,525.0,0.0060763888888888,0,16,9,10,3,4122,43,920,1985,3.0,True,True,4.25,119.0,0.1947125771604937,2978.555555555556,0.00275838421392862,True,0.6598810598731158,False
2,119,16310.0,0.1887731481481481,0,20,9,10,3,1105,8,21,53,2.0,True,True,3.7714285714285714,119.0,0.2002423941798941,3032.0857142857144,0.0,False,0.8243290644548795,False
1,119,828.0,0.0095833333333333,0,21,9,10,3,1461,58,21,53,2.0,False,True,3.6944444444444446,119.0,0.1949463091563785,2988.4444444444443,0.0018038254084771698,True,0.9014474008024647,False
1,119,12.0,0.0001388888888888,0,21,9,10,3,4122,43,21,53,2.0,True,True,3.6216216216216215,119.0,0.1896812437437437,3019.0810810810813,0.0,False,0.7632790279747574,False
1,119,3845.0,0.0445023148148148,0,22,9,10,3,6093,27,21,53,2.0,True,True,3.5526315789473686,119.0,0.185860745614035,3099.9736842105262,0.0,False,0.7396419687482307,False
1,119,563.0,0.0065162037037037,0,22,9,10,3,1105,8,21,53,2.0,True,True,3.4871794871794872,119.0,0.1812621676163342,3048.8205128205127,0.0,False,0.8502061343339558,False
3,119,56330.0,0.6519675925925926,0,13,10,10,4,4122,43,920,1985,3.0,True,True,3.5135135135135136,119.0,0.199473536036036,3130.297297297297,0.3794537554314091,True,0.8772741315298602,False
2,119,220.0,0.0025462962962962,0,14,10,10,4,4122,43,920,1985,3.0,True,True,3.473684210526316,119.0,0.1942912402534112,3156.394736842105,0.0,False,0.6709526680625776,False
3,119,5743.0,0.0664699074074074,0,15,10,10,4,2880,23,920,1985,3.0,True,True,3.4615384615384617,119.0,0.1910137701804368,3149.3076923076924,0.0,False,0.6176871370308846,False
2,119,884.0,0.0102314814814814,0,15,10,10,4,2880,23,920,1985,3.0,True,True,3.425,119.0,0.1864942129629629,3142.575,0.0,False,0.64377572093767,False
8,119,8229.0,0.0952430555555555,0,18,10,10,4,4122,43,920,1985,3.0,True,True,3.5365853658536586,119.0,0.1842685749774164,3166.4634146341464,0.0,False,0.6387370478999514,False
14,119,5817.0,0.0673263888888889,0,19,10,10,4,1,65,920,1985,3.0,True,True,3.7857142857142856,119.0,0.1814842372134038,3091.095238095238,0.041666666666666664,True,0.8812713036275599,False
3,119,2791.0,0.0323032407407407,0,20,10,10,4,4122,43,920,1985,3.0,True,True,3.8536585365853657,119.0,0.1707359417344173,3065.951219512195,0.0,False,0.6868915155696044,False
8,119,26008.0,0.3010185185185185,0,3,11,10,5,7,16,444,2898,3.0,True,True,3.875,119.0,0.1783038194444444,2936.675,0.02774337900701113,True,0.9200614536138103,False
2,119,148707.0,1.7211458333333334,0,21,12,10,6,4122,43,920,1985,3.0,True,True,3.7,119.0,0.1756539351851851,2967.725,1.4754747932900343,True,1.4707937793551,True
27,119,169033.0,1.956400462962963,0,20,14,10,1,2880,23,920,1985,3.0,True,True,4.958333333333333,119.0,0.3008719135802468,3139.333333333333,1.9953703942913623,True,1.5417984173218782,True
5,119,169782.0,1.9650694444444443,0,19,16,10,3,2880,23,920,1985,3.0,True,True,5.1875,119.0,0.4449522569444444,2876.5,1.9266749373762566,True,1.5888883048629892,True
2,119,3604.0,0.0417129629629629,0,20,16,10,3,2880,23,920,1985,3.0,True,True,5.0,119.0,0.4212322984749455,2876.705882352941,0.18406309639946417,True,0.7698859594370551,True
3,119,53916.0,0.6240277777777777,0,11,17,10,4,6093,27,912,4112,2.0,True,True,6.307692307692308,119.0,0.5796509971509971,3162.3846153846152,0.6675888135786492,True,1.1478659263277313,True
4,119,124918.0,1.4458101851851852,0,21,18,10,5,4122,43,920,1985,3.0,True,True,7.166666666666667,119.0,1.292361111111111,3829.5,2.160335925847834,True,1.9052314014713825,True
7,119,163571.0,1.8931828703703704,0,19,20,10,0,2880,23,920,1985,3.0,True,True,8.0,119.0,1.321033950617284,3622.5,2.643629710907266,True,2.1341575199500644,True
1,119,578526.0,6.6959027777777775,0,11,27,10,0,5625,18,1,1,1.0,True,True,4.0,119.0,4.294542824074074,4252.5,10.275302375256295,True,6.424382172379996,True
7,119,13681.0,0.1583449074074074,0,15,27,10,0,2880,23,920,1985,3.0,True,True,5.0,119.0,2.915810185185185,3795.0,2.457956561152556,True,2.3732563778978846,True
2,119,2742.0,0.0317361111111111,0,16,27,10,0,1105,8,291,605,3.0,True,True,4.25,119.0,2.1947916666666667,3122.5,1.7970845295222415,True,2.1364269741455484,True
4,119,1481.0,0.0171412037037037,0,16,27,10,0,2880,23,912,4112,2.0,True,True,4.2,119.0,1.759261574074074,3074.0,1.3978858269435461,True,1.82851294149256,True
5,119,310.0,0.0035879629629629,0,17,27,10,0,2880,23,920,1985,3.0,True,True,4.333333333333333,119.0,1.4666493055555556,3041.6666666666665,1.1296829175742749,True,1.5683349313446273,True
2,119,11074.0,0.1281712962962962,0,20,27,10,0,2880,23,920,1985,3.0,True,True,3.5,119.0,1.172480709876543,3041.6666666666665,0.8600535079612226,True,1.3670305585733498,True
5,119,110.0,0.0012731481481481,0,20,27,10,0,375,39,920,1985,3.0,True,True,3.7142857142857135,119.0,1.0051653439153438,2660.714285714286,0.7401344854368545,True,1.4619129928138823,True
7,119,36441.0,0.4217708333333333,0,6,28,10,1,2880,23,123,564,2.0,True,True,4.125,119.0,0.9322410300925924,2688.125,0.8149441671789065,True,1.3931113229290348,True
1,119,14429.0,0.1670023148148148,0,10,28,10,1,1105,8,912,4112,2.0,True,True,3.7777777777777777,119.0,0.8472145061728394,2512.222222222222,0.6096934183076893,True,1.3883498997120742,True
1,119,1728.0,0.02,0,10,28,10,1,1105,8,912,4112,2.0,True,True,3.5,119.0,0.7644930555555555,2371.5,0.5474561839405718,True,1.376422143585765,True
1,119,312.0,0.0036111111111111,0,10,28,10,1,1105,8,912,4112,2.0,True,True,3.272727272727273,119.0,0.6953219696969697,2256.3636363636365,0.49516919693718303,True,1.3549438809375924,True
1,119,8190.0,0.0947916666666666,0,13,28,10,1,5625,18,1,1,1.0,True,True,3.083333333333333,119.0,0.6452777777777777,2537.083333333333,0.4222022021747081,True,1.1292100988917864,True
11,119,11708.0,0.1355092592592592,0,16,28,10,1,2880,23,920,1985,3.0,True,True,3.692307692307693,119.0,0.6060648148148148,2563.4615384615386,0.3837140904109711,True,0.9914116697235791,True
6,119,5617.0,0.065011574074074,0,17,28,10,1,2880,23,912,4112,2.0,True,True,3.857142857142857,119.0,0.5674181547619047,2586.0714285714284,0.3461087907473086,True,1.0604965342636483,True
1,119,13775.0,0.1594328703703703,0,21,28,10,1,6093,27,789,3078,4.0,True,True,3.6666666666666665,119.0,0.540219135802469,2819.866666666667,0.2986107962384993,True,1.0297943531168394,True
2,119,19.0,0.0002199074074074,0,21,28,10,1,2880,23,789,3078,4.0,True,True,3.5625,119.0,0.5064691840277777,2823.625,0.2673134383732637,True,1.02122131890367,True
2,119,29.0,0.0003356481481481,0,21,28,10,1,2880,23,789,3078,4.0,True,True,3.4705882352941178,119.0,0.4766966230936819,2826.9411764705883,0.2397043629503544,True,1.0022957073487744,True
7,119,17.0,0.0001967592592592,0,21,28,10,1,2880,23,789,3078,4.0,True,True,3.6666666666666665,119.0,0.4502244084362139,2829.8888888888887,0.2151558901884966,True,0.9750777299317162,True
1,119,68720.0,0.7953703703703704,0,16,29,10,2,5625,18,912,4112,2.0,True,True,3.526315789473684,119.0,0.4683899853801169,2977.0,0.7435523309270088,True,1.2416934447699974,True
9,119,5677.0,0.0657060185185185,0,18,29,10,2,2880,23,920,1985,3.0,True,True,3.8,119.0,0.448255787037037,2972.15,0.19961924871569997,True,0.8387185435251744,True
6,119,8979.0,0.1039236111111111,0,20,29,10,2,2880,23,912,4112,2.0,True,True,3.9047619047619047,119.0,0.43185901675485,2967.7619047619046,0.18501385293910375,True,0.9044557488823664,True
3,119,6319.0,0.073136574074074,0,22,29,10,2,2880,23,123,564,2.0,True,True,3.863636363636364,119.0,0.4155534511784511,2963.7727272727275,0.1704535467833653,True,0.8723760928056463,True
6,119,69042.0,0.7990972222222222,0,17,30,10,3,1105,8,21,53,2.0,True,True,3.9565217391304346,119.0,0.432229267310789,2882.9565217391305,0.7232931232728999,True,1.2921740674324722,True
8,119,13727.0,0.1588773148148148,0,21,30,10,3,2880,23,123,564,2.0,True,True,4.125,119.0,0.4208396026234567,2882.833333333333,0.18311168560500224,True,0.8794984902991965,True
10,119,32763.0,0.3792013888888889,0,6,31,10,4,2880,23,123,564,2.0,True,True,4.36,119.0,0.419174074074074,2882.72,0.2824059413791392,True,1.037885006253228,True
2,119,14553.0,0.1684375,0,10,31,10,4,2880,23,912,4112,2.0,True,True,4.269230769230769,119.0,0.4095303596866096,2882.6153846153848,0.1727668841886498,True,0.9623067916060882,True
2,119,203476.0,2.355046296296296,0,19,2,11,6,2880,23,3,12,2.0,True,True,4.185185185185185,119.0,0.4815865054869683,2882.5185185185187,2.3580524272925247,True,2.072880181799166,True
3,119,108245.0,1.2528356481481482,0,1,4,11,1,2880,23,920,1985,3.0,True,True,4.285714285714286,119.0,0.3437863756613756,2956.333333333333,1.0986607928182521,True,1.390475346646618,True
2,119,56490.0,0.6538194444444444,0,17,4,11,1,2880,23,920,1985,3.0,True,True,4.375,119.0,0.4394155092592593,3141.4375,0.5694852252976494,True,1.0641647499260443,True
2,119,882.0,0.0102083333333333,0,17,4,11,1,2880,23,920,1985,3.0,True,True,4.235294117647059,119.0,0.4141680283224401,3126.058823529412,0.16499834696563112,True,0.8528412438807951,True
7,119,3489.0,0.0403819444444444,0,18,4,11,1,2880,23,920,1985,3.0,True,True,4.294117647058823,119.0,0.4127192265795207,3126.058823529412,0.163670402500016,True,0.8383932936991104,True
3,119,17156.0,0.1985648148148148,0,23,4,11,1,6093,27,21,53,2.0,True,True,4.571428571428571,119.0,0.503900462962963,3178.785714285714,0.24724541116845394,True,1.0134497711038515,True
1,119,105.0,0.0012152777777777,0,23,4,11,1,1105,8,21,53,2.0,False,True,4.333333333333333,119.0,0.4703881172839506,3040.5333333333333,0.21652862456068042,True,1.1199768852133114,True
3,119,2678.0,0.0309953703703703,0,23,4,11,1,2880,23,920,1985,3.0,True,True,4.25,119.0,0.4429260706018518,3030.5,0.19135742837446343,True,0.9210326536825691,True
2,119,124.0,0.0014351851851851,0,23,4,11,1,70,10,920,1985,3.0,True,True,4.117647058823529,119.0,0.4169560185185185,2856.3529411764707,0.18210817573429253,True,1.075136287283091,True
1,119,841.0,0.0097337962962962,0,0,5,11,2,4122,43,920,1985,3.0,True,True,3.9444444444444446,119.0,0.394332561728395,2926.6666666666665,0.15458466744038926,True,0.948639916272401,True
2,119,1767.0,0.0204513888888888,0,0,5,11,2,1105,8,21,53,2.0,True,True,3.842105263157895,119.0,0.3746546052631578,2830.7894736842104,0.14580309595478513,True,1.0868035691052873,False
